Source Node ID,Target Node ID,Link Value
109244562005029602,106086637196961376,1.0
109244562005029602,109300294256363963,1.0
109244562005029602,109297033353256626,1.0
109244562005029602,531890,1.0
109244562005029602,108223180049100695,1.0
109244562005029602,109288020335743499,1.0
109244562005029602,109315230215896748,1.0
109244562005029602,109298828387465019,1.0
109244562005029602,109264151371174449,1.0
109244562005029602,109297662681398998,1.0
109244562005029602,1259277,1.0
109244562005029602,109279417488521555,1.0
109244562005029602,109263930147442737,1.0
109244562005029602,108210420819804974,1.0
109244562005029602,109298119283667033,1.0
109244562005029602,37708,1.0
109244562005029602,109258931818452010,1.0
109244562005029602,60748,1.0
109244562005029602,109285815457955280,1.0
109244562005029602,109294322927878674,1.0
109244562005029602,109296617994583319,1.0
109244562005029602,109296370659184410,1.0
109244562005029602,587977,1.0
109244562005029602,40665,1.0
109244562005029602,109312533010977052,1.0
109244562005029602,1021901,1.0
109244562005029602,109349389271726043,1.0
109244562005029602,109286902802857063,1.0
109244562005029602,109339384081595831,1.0
109244562005029602,109319706514829523,1.0
109244562005029602,109308886695058641,1.0
109244562005029602,109317397163166912,1.0
109244562005029602,109310456914683602,1.0
109244562005029602,109329723589988408,1.0
109244562005029602,109294129490705384,1.0
109244562005029602,109292711459721972,1.0
109244562005029602,109300149257034682,1.0
109244562005029602,109316050986542236,1.0
109244562005029602,109300249074926555,1.0
109244562005029602,109318511985068134,1.0
109244562005029602,109292627043632653,1.0
109244562005029602,109291160392123203,1.0
109244562005029602,109305819978926710,1.0
109244562005029602,109261553791502864,1.0
109244562005029602,109308054257991775,1.0
109244562005029602,109306070340426361,1.0
109244562005029602,109287758570533218,1.0
109244562005029602,501479,1.0
109244562005029602,109251121708823273,1.0
109244562005029602,109297936650851646,1.0
109244562005029602,109300528083090778,1.0
109244562005029602,109294361006186340,1.0
109244562005029602,109300184103926113,1.0
109244562005029602,109296907943078268,1.0
109244562005029602,109262029196343182,1.0
109244562005029602,109298646236062045,1.0
109244562005029602,109297616429992122,1.0
109244562005029602,109280121927233064,1.0
109244562005029602,108218933502434085,1.0
109244562005029602,109261529003065346,1.0
109244562005029602,109292627000966107,1.0
109244562005029602,109294104558880589,1.0
109244562005029602,109291581358471939,1.0
109244562005029602,109296593224158734,1.0
109244562005029602,109292314149471683,1.0
109244562005029602,109290663538782769,1.0
109244562005029602,109276297920168647,1.0
109244562005029602,109265643618443677,1.0
109244562005029602,34662,1.0
109244562005029602,109252952551996879,1.0
109244562005029602,479715,1.0
109244562005029602,109295196256318138,1.0
109244562005029602,109296060124928947,1.0
109244562005029602,109308952870843771,1.0
109244562005029602,109287730094712640,1.0
109244562005029602,109365798199948284,1.0
109244562005029602,109372149071492336,1.0
109244562005029602,109291701699289630,1.0
109244562005029602,109293330899831510,1.0
109244562005029602,109292800785528256,1.0
109244562005029602,109326664219198768,1.0
109244562005029602,109298331550690424,1.0
109244562005029602,109321897480294365,1.0
109244562005029602,109298936952747594,1.0
109244562005029602,109283946589009212,1.0
109244562005029602,109314443215170830,1.0
109244562005029602,109287878212527101,1.0
109244562005029602,56314,1.0
109244562005029602,109310424400191489,1.0
109244562005029602,109310257608473190,1.0
109244562005029602,109305105624228140,1.0
109244562005029602,109302826980330290,1.0
109244562005029602,109297032650867846,1.0
109244562005029602,109301367507915121,1.0
109244562005029602,109291321946473296,1.0
109244562005029602,70150,1.0
109244562005029602,109297692572553005,1.0
109244562005029602,109297989696080743,1.0
109244562005029602,109295138434868981,1.0
109244562005029602,109296912336014653,1.0
109244562005029602,109292556493325157,1.0
109244562005029602,109292731862631343,1.0
109244562005029602,109285484154407770,1.0
109244562005029602,109291581505384036,1.0
109244562005029602,109288136191432816,1.0
109244562005029602,109285693060624735,1.0
109244562005029602,109287697592396814,1.0
109244562005029602,553630,1.0
109244562005029602,1010728,1.0
109244562005029602,109249178478301545,1.0
109244562005029602,109258784219893872,1.0
109244562005029602,108255514337583795,1.0
109244562005029602,269732,1.0
109244562005029602,109286764973584354,1.0
109244562005029602,109296450129061405,1.0
109244562005029602,109300294259263821,1.0
109244562005029602,109284900708085612,1.0
109244562005029602,109287504255076954,1.0
109244562005029602,109291383817533864,1.0
109244562005029602,109268791687815560,1.0
109244562005029602,109257743483545781,1.0
109244562005029602,109297294433632243,1.0
109244562005029602,109286401623677417,1.0
109244562005029602,109300102998843546,1.0
109244562005029602,109254375162403979,1.0
109244562005029602,109317479565805473,1.0
109244562005029602,109300294342211002,1.0
109244562005029602,109244208215046753,1.0
109244562005029602,109299690614105461,1.0
109244562005029602,109292082960435813,1.0
109244562005029602,109301321143434278,1.0
109244562005029602,109298294932205025,1.0
109244562005029602,424002,1.0
109244562005029602,109291937827222921,1.0
109244562005029602,109298756816347071,1.0
109244562005029602,109263580563782499,1.0
109244562005029602,109302942326368680,1.0
109244562005029602,109290390441796560,1.0
109244562005029602,109284746536126584,1.0
109244562005029602,109300443614380940,1.0
109244562005029602,109286951551827730,1.0
109244562005029602,109302004512485471,1.0
109244562005029602,108205317419918718,1.0
109244562005029602,109305250759566644,1.0
109244562005029602,109295096908025203,1.0
109244562005029602,109266132542409031,1.0
109244562005029602,109264004610923692,1.0
109244562005029602,109284863490577433,1.0
109244562005029602,109268403646846869,1.0
109244562005029602,109299634165348644,1.0
109244562005029602,109301611789395337,1.0
109244562005029602,109302405310828101,1.0
109244562005029602,109285649988756380,1.0
109244562005029602,109271846651510729,1.0
109244562005029602,109302156422949313,1.0
109244562005029602,109297059430176841,1.0
109244562005029602,109287758035634220,1.0
109244562005029602,109305250886031548,1.0
109244562005029602,109305190582226053,1.0
109244562005029602,109309152187474059,1.0
109244562005029602,109310130110678118,1.0
109244562005029602,109292159185661048,1.0
109244562005029602,109323919952625722,1.0
109244562005029602,109304559257824149,1.0
109244562005029602,109316451899893143,1.0
109244562005029602,109306954501285437,1.0
109244562005029602,109305322057058233,1.0
109244562005029602,109324272924484948,1.0
109244562005029602,109292853164827479,1.0
109244562005029602,109334957821840968,1.0
109244562005029602,109300294239141747,1.0
109244562005029602,109338522522911608,1.0
109244562005029602,109325313824608778,1.0
109244562005029602,109269212191715288,1.0
109244562005029602,109303671920783249,1.0
109244562005029602,109353579110011071,1.0
109244562005029602,109314289694179590,1.0
109244562005029602,109373000302220804,1.0
109244562005029602,109272253939224137,1.0
109244562005029602,109286154855450857,1.0
109244562005029602,109297437013245068,1.0
109244562005029602,109304334340067687,1.0
109244562005029602,109271755827539435,1.0
109244562005029602,109324533189041272,1.0
109244562005029602,109305251144493346,1.0
109244562005029602,109297663490905998,1.0
109244562005029602,109284915892869249,1.0
109244562005029602,109300464033951262,1.0
109300332482673426,109244562005029602,1.0
109304584877181295,109244562005029602,1.0
109304584877181295,109254375162403979,1.0
108195040307698081,30876,1.0
108195040307698081,108218038302597822,1.0
108195040307698081,109284191270188393,1.0
108195040307698081,109309455291126317,1.0
108195040307698081,109244562005029602,1.0
108195040307698081,109322468991171484,1.0
108195040307698081,108210420819804974,1.0
108195040307698081,109308886695058641,1.0
108195040307698081,109251121708823273,1.0
108195040307698081,109252952551996879,1.0
108195040307698081,109305105624228140,1.0
108195040307698081,109297692572553005,1.0
108136968771416517,109289078951237020,1.0
108136968771416517,30876,1.0
108136968771416517,109246223497667477,1.0
108136968771416517,108218038302597822,1.0
108136968771416517,109297031548661210,1.0
108136968771416517,109284191270188393,1.0
108136968771416517,109309455291126317,1.0
108136968771416517,109244189816415849,1.0
108136968771416517,38686,1.0
108136968771416517,108201410427250927,1.0
108136968771416517,109322468991171484,1.0
108136968771416517,108217107404371302,1.0
108136968771416517,587702,1.0
108136968771416517,109250284576431526,1.0
108136968771416517,109306126705829433,1.0
108136968771416517,37708,1.0
108136968771416517,587977,1.0
108136968771416517,109286902802857063,1.0
108136968771416517,109300149257034682,1.0
108136968771416517,109298646236062045,1.0
108136968771416517,109265643618443677,1.0
108136968771416517,109252952551996879,1.0
108136968771416517,109292800785528256,1.0
108136968771416517,109283946589009212,1.0
108136968771416517,109295138434868981,1.0
108136968771416517,1010728,1.0
108136968771416517,109286764973584354,1.0
108136968771416517,109287504255076954,1.0
1333539,108136968771416517,1.0
1333539,35711,1.0
1333539,38686,1.0
35711,109289078951237020,1.0
35711,30876,1.0
35711,108218038302597822,1.0
35711,109284191270188393,1.0
35711,109244562005029602,1.0
35711,1333539,1.0
35711,44353,1.0
35711,108201410427250927,1.0
35711,109322468991171484,1.0
35711,109236534062341860,1.0
35711,109297033353256626,1.0
35711,37708,1.0
35711,109300149257034682,1.0
35711,109316050986542236,1.0
35711,109291160392123203,1.0
35711,109305819978926710,1.0
35711,109300528083090778,1.0
35711,109298646236062045,1.0
35711,109290663538782769,1.0
35711,109265643618443677,1.0
35711,109252952551996879,1.0
35711,109283946589009212,1.0
35711,109305105624228140,1.0
35711,109249178478301545,1.0
35711,109286764973584354,1.0
35711,109299690614105461,1.0
35711,109292082960435813,1.0
35711,109301321143434278,1.0
109244189816415849,30876,1.0
109244189816415849,109246223497667477,1.0
109244189816415849,109244562005029602,1.0
109244189816415849,108136968771416517,1.0
109244189816415849,35711,1.0
109244189816415849,38686,1.0
109244189816415849,109254091885020084,1.0
109244189816415849,34202,1.0
109244189816415849,37708,1.0
109244189816415849,109258931818452010,1.0
109244189816415849,40665,1.0
109298169597226078,109244562005029602,1.0
109308564036468228,38686,1.0
109288088819516197,38686,1.0
44353,109289078951237020,1.0
44353,30876,1.0
44353,108218038302597822,1.0
44353,109284191270188393,1.0
44353,35711,1.0
44353,109322468991171484,1.0
44353,60748,1.0
44353,109262029196343182,1.0
44353,109261529003065346,1.0
44353,109265643618443677,1.0
44353,109285484154407770,1.0
44353,108255514337583795,1.0
44353,109286764973584354,1.0
44353,109302004512485471,1.0
44353,109323919952625722,1.0
38686,109289078951237020,1.0
38686,30876,1.0
38686,108218038302597822,1.0
38686,109284191270188393,1.0
38686,109244189816415849,1.0
38686,109288088819516197,1.0
38686,109322468991171484,1.0
38686,108217107404371302,1.0
38686,109250284576431526,1.0
38686,109306126705829433,1.0
38686,109300149257034682,1.0
38686,109262029196343182,1.0
38686,109265643618443677,1.0
38686,109252952551996879,1.0
38686,109292800785528256,1.0
38686,109283946589009212,1.0
38686,109297989696080743,1.0
38686,109285693060624735,1.0
38686,109287504255076954,1.0
109254091885020084,109312533010977052,1.0
109254091885020084,109296907943078268,1.0
109254091885020084,109265643618443677,1.0
109254091885020084,109296912336014653,1.0
109254091885020084,109296618092757024,1.0
109254091885020084,109300294259263821,1.0
109302948637498790,109244562005029602,1.0
109285081825400642,109244562005029602,1.0
108201410427250927,30876,1.0
108201410427250927,108136968771416517,1.0
108201410427250927,35711,1.0
108201410427250927,38686,1.0
108201410427250927,109254091885020084,1.0
108201410427250927,37708,1.0
108201410427250927,109254375162403979,1.0
109322468991171484,30876,1.0
109322468991171484,109245832526032961,1.0
109322468991171484,109246100344232413,1.0
109322468991171484,108255036824909071,1.0
109322468991171484,109244562005029602,1.0
109322468991171484,108136968771416517,1.0
109322468991171484,35711,1.0
109322468991171484,38686,1.0
109322468991171484,34202,1.0
109322468991171484,37708,1.0
109322468991171484,109258931818452010,1.0
109296913538193046,30876,1.0
109296913538193046,109244562005029602,1.0
109296913538193046,108136968771416517,1.0
109296913538193046,38686,1.0
109296913538193046,109254091885020084,1.0
108217107404371302,30876,1.0
108217107404371302,109244562005029602,1.0
108217107404371302,108136968771416517,1.0
108217107404371302,38686,1.0
109302642760478055,38686,1.0
109267847779265827,109246223497667477,1.0
109267847779265827,37708,1.0
107048634337213099,34662,1.0
108193667949380311,30876,1.0
108193667949380311,109246223497667477,1.0
108193667949380311,109244562005029602,1.0
109271660766892449,38686,1.0
587702,30876,1.0
587702,109245832526032961,1.0
587702,109246223497667477,1.0
587702,109246100344232413,1.0
587702,108255036824909071,1.0
587702,109244562005029602,1.0
587702,108136968771416517,1.0
587702,35711,1.0
587702,44353,1.0
587702,38686,1.0
587702,109254091885020084,1.0
587702,34202,1.0
587702,37708,1.0
587702,109258931818452010,1.0
587702,40665,1.0
587702,1021901,1.0
587702,501479,1.0
587702,34662,1.0
587702,109295196256318138,1.0
587702,109254375162403979,1.0
587702,424002,1.0
109250284576431526,30876,1.0
109250284576431526,38686,1.0
109289127583063320,30876,1.0
109306126705829433,109244562005029602,1.0
109306126705829433,108136968771416517,1.0
109306126705829433,38686,1.0
34202,30876,1.0
34202,108218038302597822,1.0
34202,109297031548661210,1.0
34202,109284191270188393,1.0
34202,109246100344232413,1.0
34202,109244562005029602,1.0
34202,109288020335743499,1.0
34202,109258931818452010,1.0
34202,109294322927878674,1.0
34202,109296370659184410,1.0
34202,109308886695058641,1.0
34202,109300149257034682,1.0
34202,109261529003065346,1.0
34202,109292314149471683,1.0
34202,109265643618443677,1.0
34202,109314443215170830,1.0
34202,109258784219893872,1.0
34202,109302942326368680,1.0
34202,109302004512485471,1.0
34202,109316451899893143,1.0
34202,109324272924484948,1.0
109236534062341860,30876,1.0
109236534062341860,109245832526032961,1.0
109236534062341860,109246100344232413,1.0
109236534062341860,109244562005029602,1.0
109236534062341860,108136968771416517,1.0
109236534062341860,35711,1.0
109236534062341860,44353,1.0
109236534062341860,38686,1.0
109236534062341860,109254091885020084,1.0
109236534062341860,34202,1.0
109236534062341860,37708,1.0
109236534062341860,109258931818452010,1.0
109236534062341860,501479,1.0
109236534062341860,34662,1.0
109236534062341860,109254375162403979,1.0
109236534062341860,424002,1.0
109299037383779013,109244562005029602,1.0
109299037383779013,108136968771416517,1.0
109299037383779013,38686,1.0
106086637196961376,30876,1.0
109300294256363963,109244562005029602,1.0
109297033353256626,35711,1.0
109297033353256626,109258931818452010,1.0
531890,30876,1.0
531890,38686,1.0
108223180049100695,30876,1.0
109288020335743499,30876,1.0
109315230215896748,30876,1.0
109298828387465019,38686,1.0
109264151371174449,30876,1.0
109297662681398998,30876,1.0
1259277,30876,1.0
1259277,108255036824909071,1.0
1259277,108136968771416517,1.0
1259277,38686,1.0
1259277,109254091885020084,1.0
1259277,109254375162403979,1.0
109298119283667033,30876,1.0
109298119283667033,109246223497667477,1.0
37708,109289078951237020,1.0
37708,30876,1.0
37708,108218038302597822,1.0
37708,109297031548661210,1.0
37708,109284191270188393,1.0
37708,35711,1.0
37708,109288088819516197,1.0
37708,38686,1.0
37708,108201410427250927,1.0
37708,109267847779265827,1.0
37708,109329723589988408,1.0
37708,109300149257034682,1.0
37708,109265643618443677,1.0
37708,109292800785528256,1.0
37708,109326664219198768,1.0
37708,109298331550690424,1.0
37708,109310257608473190,1.0
37708,108255514337583795,1.0
37708,109257743483545781,1.0
37708,109298294932205025,1.0
37708,109302004512485471,1.0
109258931818452010,109289078951237020,1.0
109258931818452010,30876,1.0
109258931818452010,108218038302597822,1.0
109258931818452010,109284191270188393,1.0
109258931818452010,109322468991171484,1.0
109258931818452010,109250284576431526,1.0
109258931818452010,34202,1.0
109258931818452010,109296370659184410,1.0
109258931818452010,109308886695058641,1.0
109258931818452010,109329723589988408,1.0
109258931818452010,109300149257034682,1.0
109258931818452010,109265643618443677,1.0
109258931818452010,109252952551996879,1.0
109258931818452010,109287730094712640,1.0
109258931818452010,109310257608473190,1.0
109258931818452010,109301367507915121,1.0
109258931818452010,109295138434868981,1.0
109258931818452010,109291581505384036,1.0
109258931818452010,109285693060624735,1.0
109258931818452010,109284863490577433,1.0
60748,30876,1.0
60748,109245832526032961,1.0
60748,109246223497667477,1.0
60748,109246100344232413,1.0
60748,108255036824909071,1.0
60748,109244562005029602,1.0
60748,108136968771416517,1.0
60748,35711,1.0
60748,44353,1.0
60748,38686,1.0
60748,109254091885020084,1.0
60748,34202,1.0
60748,37708,1.0
60748,109258931818452010,1.0
60748,40665,1.0
60748,1021901,1.0
60748,501479,1.0
60748,34662,1.0
60748,109295196256318138,1.0
60748,424002,1.0
109285815457955280,30876,1.0
109294322927878674,109244562005029602,1.0
109294322927878674,34202,1.0
109296617994583319,30876,1.0
109296617994583319,38686,1.0
109296617994583319,109258931818452010,1.0
109296370659184410,30876,1.0
109296370659184410,109244562005029602,1.0
109296370659184410,109258931818452010,1.0
587977,109244562005029602,1.0
587977,108136968771416517,1.0
587977,38686,1.0
40665,30876,1.0
40665,108218038302597822,1.0
40665,109284191270188393,1.0
40665,587702,1.0
109312533010977052,30876,1.0
109312533010977052,109254091885020084,1.0
1021901,108218038302597822,1.0
1021901,109297031548661210,1.0
1021901,109284191270188393,1.0
1021901,109265643618443677,1.0
1021901,109297032650867846,1.0
1021901,109244208215046753,1.0
1021901,109302004512485471,1.0
109349389271726043,30876,1.0
109349389271726043,108255036824909071,1.0
109349389271726043,108136968771416517,1.0
109349389271726043,38686,1.0
109349389271726043,109254091885020084,1.0
109349389271726043,109254375162403979,1.0
109286902802857063,109244562005029602,1.0
109286902802857063,108136968771416517,1.0
109286902802857063,38686,1.0
109339384081595831,30876,1.0
109319706514829523,30876,1.0
109319706514829523,109245832526032961,1.0
109319706514829523,109246223497667477,1.0
109319706514829523,109246100344232413,1.0
109319706514829523,108255036824909071,1.0
109319706514829523,109244562005029602,1.0
109319706514829523,108136968771416517,1.0
109319706514829523,35711,1.0
109319706514829523,44353,1.0
109319706514829523,38686,1.0
109319706514829523,109254091885020084,1.0
109319706514829523,34202,1.0
109319706514829523,37708,1.0
109319706514829523,109258931818452010,1.0
109319706514829523,40665,1.0
109319706514829523,1021901,1.0
109319706514829523,501479,1.0
109319706514829523,34662,1.0
109319706514829523,109295196256318138,1.0
109319706514829523,424002,1.0
109308886695058641,30876,1.0
109308886695058641,34202,1.0
109308886695058641,109258931818452010,1.0
109308886695058641,109254375162403979,1.0
109317397163166912,34662,1.0
109329723589988408,30876,1.0
109329723589988408,38686,1.0
109292711459721972,30876,1.0
109292711459721972,109244562005029602,1.0
109292711459721972,109254375162403979,1.0
109300149257034682,30876,1.0
109300149257034682,38686,1.0
109298289353682442,109245832526032961,1.0
109298289353682442,35711,1.0
109298289353682442,38686,1.0
109298289353682442,109254091885020084,1.0
109298289353682442,109258931818452010,1.0
109298289353682442,1021901,1.0
109298289353682442,109254375162403979,1.0
109298289353682442,424002,1.0
109323325272315643,109244562005029602,1.0
109316050986542236,30876,1.0
109316050986542236,35711,1.0
109300249074926555,109246223497667477,1.0
109300249074926555,109244562005029602,1.0
109318511985068134,109244562005029602,1.0
109318511985068134,38686,1.0
109318511985068134,34202,1.0
109292627043632653,30876,1.0
109291160392123203,30876,1.0
109305819978926710,30876,1.0
109305819978926710,109245832526032961,1.0
109305819978926710,109246100344232413,1.0
109305819978926710,108255036824909071,1.0
109305819978926710,108136968771416517,1.0
109305819978926710,35711,1.0
109305819978926710,34202,1.0
109305819978926710,37708,1.0
109305819978926710,109258931818452010,1.0
109305819978926710,501479,1.0
109305819978926710,109254375162403979,1.0
109305819978926710,424002,1.0
109261553791502864,30876,1.0
109261553791502864,109244562005029602,1.0
109306070340426361,30876,1.0
109306070340426361,109244562005029602,1.0
501479,30876,1.0
501479,109297031548661210,1.0
501479,109291160392123203,1.0
501479,109292314149471683,1.0
501479,109265643618443677,1.0
501479,109286764973584354,1.0
109297936650851646,30876,1.0
109297936650851646,34202,1.0
109302520059148588,30876,1.0
109302520059148588,38686,1.0
109302520059148588,424002,1.0
109300528083090778,30876,1.0
109300528083090778,108255036824909071,1.0
109300528083090778,108136968771416517,1.0
109300528083090778,35711,1.0
109300528083090778,38686,1.0
109300528083090778,109254091885020084,1.0
109300528083090778,109254375162403979,1.0
109300184103926113,38686,1.0
109296907943078268,30876,1.0
109296907943078268,109244562005029602,1.0
109296907943078268,109254091885020084,1.0
109262029196343182,30876,1.0
109262029196343182,38686,1.0
109298646236062045,30876,1.0
109298646236062045,35711,1.0
109298646236062045,38686,1.0
109297616429992122,109244562005029602,1.0
109280121927233064,30876,1.0
109261529003065346,30876,1.0
109261529003065346,34202,1.0
109292627000966107,109244562005029602,1.0
109291581358471939,38686,1.0
109291581358471939,34202,1.0
109292314149471683,30876,1.0
109292314149471683,109244562005029602,1.0
109292314149471683,34202,1.0
109296237212243085,30876,1.0
109296237212243085,109244562005029602,1.0
109296237212243085,108136968771416517,1.0
109296237212243085,35711,1.0
109296237212243085,38686,1.0
109296237212243085,109254091885020084,1.0
109296237212243085,109258931818452010,1.0
109296237212243085,109254375162403979,1.0
109296237212243085,424002,1.0
109276297920168647,30876,1.0
109276297920168647,108136968771416517,1.0
109276297920168647,38686,1.0
109295458503669130,30876,1.0
109295458503669130,34202,1.0
109265643618443677,30876,1.0
109265643618443677,109254091885020084,1.0
34662,30876,1.0
34662,109284191270188393,1.0
34662,107048634337213099,1.0
34662,109288136191432816,1.0
109252952551996879,30876,1.0
109252952551996879,109244562005029602,1.0
109252952551996879,38686,1.0
109295196256318138,109289078951237020,1.0
109295196256318138,34202,1.0
109295196256318138,109317397163166912,1.0
109295196256318138,109252952551996879,1.0
109295196256318138,109258784219893872,1.0
109308952870843771,30876,1.0
109308952870843771,40665,1.0
109287730094712640,30876,1.0
109287730094712640,109246223497667477,1.0
109287730094712640,109258931818452010,1.0
109365798199948284,30876,1.0
109365798199948284,109244562005029602,1.0
109365798199948284,38686,1.0
109290085495365111,30876,1.0
109290085495365111,108136968771416517,1.0
109290085495365111,35711,1.0
109372149071492336,30876,1.0
109372149071492336,109244562005029602,1.0
109291701699289630,30876,1.0
109293330899831510,30876,1.0
109292800785528256,30876,1.0
109326664219198768,30876,1.0
109326664219198768,38686,1.0
109326664219198768,37708,1.0
109298331550690424,30876,1.0
109298331550690424,109246223497667477,1.0
109322815322259570,30876,1.0
109321897480294365,30876,1.0
109298936952747594,30876,1.0
109298936952747594,109254375162403979,1.0
109283946589009212,30876,1.0
109283946589009212,109244562005029602,1.0
109283946589009212,108136968771416517,1.0
109283946589009212,38686,1.0
109314443215170830,30876,1.0
109314443215170830,34202,1.0
109287878212527101,30876,1.0
109287878212527101,109244562005029602,1.0
56314,30876,1.0
56314,38686,1.0
109310424400191489,30876,1.0
109310257608473190,30876,1.0
109310257608473190,37708,1.0
109310257608473190,109258931818452010,1.0
109305105624228140,30876,1.0
109305105624228140,109246100344232413,1.0
109305105624228140,109244562005029602,1.0
109305105624228140,35711,1.0
109305105624228140,34202,1.0
109305105624228140,37708,1.0
109305105624228140,501479,1.0
109305105624228140,109254375162403979,1.0
109305105624228140,424002,1.0
109302826980330290,30876,1.0
109297032650867846,30876,1.0
109297032650867846,109246223497667477,1.0
109297032650867846,38686,1.0
109297032650867846,34202,1.0
109301367507915121,30876,1.0
109301367507915121,109258931818452010,1.0
109291321946473296,30876,1.0
70150,30876,1.0
70150,38686,1.0
109297692572553005,30876,1.0
481778,30876,1.0
109297989696080743,30876,1.0
109295138434868981,30876,1.0
109295138434868981,109258931818452010,1.0
109296912336014653,30876,1.0
109296912336014653,109254091885020084,1.0
109296912336014653,109258931818452010,1.0
109292556493325157,30876,1.0
109292556493325157,38686,1.0
109292556493325157,34202,1.0
109292731862631343,30876,1.0
109285484154407770,30876,1.0
109291581505384036,30876,1.0
109291581505384036,109244562005029602,1.0
109291581505384036,109258931818452010,1.0
109244394937319202,30876,1.0
109244394937319202,38686,1.0
109288136191432816,30876,1.0
109285693060624735,30876,1.0
